dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1937-05-01,10.594000000000001,0.327,Öskemen,Kazakhstan,50.63N,82.39E
1937-06-01,16.18,0.319,Öskemen,Kazakhstan,50.63N,82.39E
1937-07-01,18.043,0.377,Öskemen,Kazakhstan,50.63N,82.39E
1937-08-01,14.784,0.6609999999999999,Öskemen,Kazakhstan,50.63N,82.39E
1937-09-01,10.623,0.544,Öskemen,Kazakhstan,50.63N,82.39E
1937-10-01,3.927,0.257,Öskemen,Kazakhstan,50.63N,82.39E
1937-11-01,-10.351,0.763,Öskemen,Kazakhstan,50.63N,82.39E
1937-12-01,-16.814,0.40299999999999997,Öskemen,Kazakhstan,50.63N,82.39E
1938-01-01,-18.862000000000002,1.329,Öskemen,Kazakhstan,50.63N,82.39E
1938-02-01,-11.802,0.977,Öskemen,Kazakhstan,50.63N,82.39E
1938-03-01,-7.475,0.6759999999999999,Öskemen,Kazakhstan,50.63N,82.39E
1938-04-01,6.84,0.736,Öskemen,Kazakhstan,50.63N,82.39E
1938-05-01,12.524000000000001,0.34700000000000003,Öskemen,Kazakhstan,50.63N,82.39E
1938-06-01,15.640999999999998,0.21899999999999997,Öskemen,Kazakhstan,50.63N,82.39E
1938-07-01,18.458,0.262,Öskemen,Kazakhstan,50.63N,82.39E
1938-08-01,15.918,0.6890000000000001,Öskemen,Kazakhstan,50.63N,82.39E
1938-09-01,8.182,0.564,Öskemen,Kazakhstan,50.63N,82.39E
1938-10-01,1.935,0.49,Öskemen,Kazakhstan,50.63N,82.39E
1938-11-01,-3.846,0.736,Öskemen,Kazakhstan,50.63N,82.39E
1938-12-01,-21.745,1.284,Öskemen,Kazakhstan,50.63N,82.39E
1939-01-01,-18.716,0.45799999999999996,Öskemen,Kazakhstan,50.63N,82.39E
1939-02-01,-11.395999999999999,0.564,Öskemen,Kazakhstan,50.63N,82.39E
1939-03-01,-10.491,0.685,Öskemen,Kazakhstan,50.63N,82.39E
1939-04-01,4.926,0.7190000000000001,Öskemen,Kazakhstan,50.63N,82.39E
1939-05-01,11.543,0.311,Öskemen,Kazakhstan,50.63N,82.39E
1939-06-01,17.182000000000002,0.344,Öskemen,Kazakhstan,50.63N,82.39E
1939-07-01,18.789,0.395,Öskemen,Kazakhstan,50.63N,82.39E
1939-08-01,16.427,0.523,Öskemen,Kazakhstan,50.63N,82.39E
1939-09-01,12.248,0.5720000000000001,Öskemen,Kazakhstan,50.63N,82.39E
1939-10-01,0.6360000000000001,0.341,Öskemen,Kazakhstan,50.63N,82.39E
1939-11-01,-9.694,0.581,Öskemen,Kazakhstan,50.63N,82.39E
1939-12-01,-9.298,1.2830000000000001,Öskemen,Kazakhstan,50.63N,82.39E
1940-01-01,-20.757,1.067,Öskemen,Kazakhstan,50.63N,82.39E
1940-02-01,-14.52,0.98,Öskemen,Kazakhstan,50.63N,82.39E
1940-03-01,-5.5920000000000005,0.688,Öskemen,Kazakhstan,50.63N,82.39E
1940-04-01,5.275,0.369,Öskemen,Kazakhstan,50.63N,82.39E
1940-05-01,10.753,0.22699999999999998,Öskemen,Kazakhstan,50.63N,82.39E
1940-06-01,17.578,0.47,Öskemen,Kazakhstan,50.63N,82.39E
1940-07-01,20.704,0.465,Öskemen,Kazakhstan,50.63N,82.39E
1940-08-01,16.844,0.255,Öskemen,Kazakhstan,50.63N,82.39E
1940-09-01,8.82,0.273,Öskemen,Kazakhstan,50.63N,82.39E
1940-10-01,2.335,0.41200000000000003,Öskemen,Kazakhstan,50.63N,82.39E
1940-11-01,-7.041,0.5920000000000001,Öskemen,Kazakhstan,50.63N,82.39E
1940-12-01,-9.231,0.623,Öskemen,Kazakhstan,50.63N,82.39E
1941-01-01,-12.279999999999998,0.701,Öskemen,Kazakhstan,50.63N,82.39E
1941-02-01,-17.144000000000002,0.528,Öskemen,Kazakhstan,50.63N,82.39E
1941-03-01,-5.646,0.515,Öskemen,Kazakhstan,50.63N,82.39E
1941-04-01,2.7310000000000003,0.369,Öskemen,Kazakhstan,50.63N,82.39E
1941-05-01,11.765,0.284,Öskemen,Kazakhstan,50.63N,82.39E
1941-06-01,18.491,0.131,Öskemen,Kazakhstan,50.63N,82.39E
1941-07-01,17.421,0.316,Öskemen,Kazakhstan,50.63N,82.39E
1941-08-01,16.225,0.16,Öskemen,Kazakhstan,50.63N,82.39E
1941-09-01,10.911,0.242,Öskemen,Kazakhstan,50.63N,82.39E
1941-10-01,4.355,0.262,Öskemen,Kazakhstan,50.63N,82.39E
1941-11-01,-9.314,0.747,Öskemen,Kazakhstan,50.63N,82.39E
1941-12-01,-13.305,0.5770000000000001,Öskemen,Kazakhstan,50.63N,82.39E
1942-01-01,-15.006999999999998,1.03,Öskemen,Kazakhstan,50.63N,82.39E
1942-02-01,-20.674,1.023,Öskemen,Kazakhstan,50.63N,82.39E
1942-03-01,-6.945,0.583,Öskemen,Kazakhstan,50.63N,82.39E
1942-04-01,2.0120000000000005,0.8079999999999999,Öskemen,Kazakhstan,50.63N,82.39E
1942-05-01,9.289,0.299,Öskemen,Kazakhstan,50.63N,82.39E
1942-06-01,17.814,0.27699999999999997,Öskemen,Kazakhstan,50.63N,82.39E
1942-07-01,18.287,0.23600000000000002,Öskemen,Kazakhstan,50.63N,82.39E
1942-08-01,16.384,0.228,Öskemen,Kazakhstan,50.63N,82.39E
1942-09-01,12.735,0.599,Öskemen,Kazakhstan,50.63N,82.39E
1942-10-01,2.767,0.272,Öskemen,Kazakhstan,50.63N,82.39E
1942-11-01,-3.513,0.406,Öskemen,Kazakhstan,50.63N,82.39E
1942-12-01,-12.210999999999999,1.181,Öskemen,Kazakhstan,50.63N,82.39E
1943-01-01,-17.936,0.349,Öskemen,Kazakhstan,50.63N,82.39E
1943-02-01,-16.176,0.922,Öskemen,Kazakhstan,50.63N,82.39E
1943-03-01,-10.950999999999999,0.375,Öskemen,Kazakhstan,50.63N,82.39E
1943-04-01,3.8819999999999997,0.302,Öskemen,Kazakhstan,50.63N,82.39E
1943-05-01,13.02,0.44299999999999995,Öskemen,Kazakhstan,50.63N,82.39E
1943-06-01,16.256999999999998,0.303,Öskemen,Kazakhstan,50.63N,82.39E
1943-07-01,18.672,0.255,Öskemen,Kazakhstan,50.63N,82.39E
1943-08-01,18.893,0.418,Öskemen,Kazakhstan,50.63N,82.39E
1943-09-01,10.98,0.39799999999999996,Öskemen,Kazakhstan,50.63N,82.39E
1943-10-01,1.339,0.532,Öskemen,Kazakhstan,50.63N,82.39E
1943-11-01,-10.892000000000001,0.386,Öskemen,Kazakhstan,50.63N,82.39E
1943-12-01,-12.094000000000001,0.701,Öskemen,Kazakhstan,50.63N,82.39E
1944-01-01,-15.386,0.665,Öskemen,Kazakhstan,50.63N,82.39E
1944-02-01,-13.197000000000001,1.204,Öskemen,Kazakhstan,50.63N,82.39E
1944-03-01,-2.547,0.401,Öskemen,Kazakhstan,50.63N,82.39E
1944-04-01,4.95,0.8420000000000001,Öskemen,Kazakhstan,50.63N,82.39E
1944-05-01,11.654000000000002,0.32899999999999996,Öskemen,Kazakhstan,50.63N,82.39E
1944-06-01,17.343,0.348,Öskemen,Kazakhstan,50.63N,82.39E
1944-07-01,17.861,0.242,Öskemen,Kazakhstan,50.63N,82.39E
1944-08-01,15.904000000000002,0.456,Öskemen,Kazakhstan,50.63N,82.39E
1944-09-01,10.571000000000002,0.223,Öskemen,Kazakhstan,50.63N,82.39E
1944-10-01,2.658,0.34700000000000003,Öskemen,Kazakhstan,50.63N,82.39E
1944-11-01,-13.563,1.399,Öskemen,Kazakhstan,50.63N,82.39E
1944-12-01,-20.539,0.6509999999999999,Öskemen,Kazakhstan,50.63N,82.39E
1945-01-01,-19.3,1.251,Öskemen,Kazakhstan,50.63N,82.39E
1945-02-01,-23.301,1.4080000000000001,Öskemen,Kazakhstan,50.63N,82.39E
1945-03-01,-10.824000000000002,0.7490000000000001,Öskemen,Kazakhstan,50.63N,82.39E
1945-04-01,5.2410000000000005,0.42,Öskemen,Kazakhstan,50.63N,82.39E
1945-05-01,14.742,0.26,Öskemen,Kazakhstan,50.63N,82.39E
1945-06-01,17.355,0.457,Öskemen,Kazakhstan,50.63N,82.39E
1945-07-01,18.217,0.319,Öskemen,Kazakhstan,50.63N,82.39E
1945-08-01,17.074,0.502,Öskemen,Kazakhstan,50.63N,82.39E
1945-09-01,10.967,0.135,Öskemen,Kazakhstan,50.63N,82.39E
1945-10-01,5.7780000000000005,0.276,Öskemen,Kazakhstan,50.63N,82.39E
1945-11-01,-7.292000000000001,0.7040000000000001,Öskemen,Kazakhstan,50.63N,82.39E
1945-12-01,-13.925999999999998,0.902,Öskemen,Kazakhstan,50.63N,82.39E
1946-01-01,-13.916,0.7140000000000001,Öskemen,Kazakhstan,50.63N,82.39E
1946-02-01,-8.620000000000001,0.628,Öskemen,Kazakhstan,50.63N,82.39E
1946-03-01,-11.550999999999998,0.695,Öskemen,Kazakhstan,50.63N,82.39E
1946-04-01,4.761,0.7120000000000001,Öskemen,Kazakhstan,50.63N,82.39E
1946-05-01,10.275,0.33799999999999997,Öskemen,Kazakhstan,50.63N,82.39E
1946-06-01,14.558,0.365,Öskemen,Kazakhstan,50.63N,82.39E
1946-07-01,18.762999999999998,0.38799999999999996,Öskemen,Kazakhstan,50.63N,82.39E
1946-08-01,15.124,0.387,Öskemen,Kazakhstan,50.63N,82.39E
1946-09-01,9.382,0.289,Öskemen,Kazakhstan,50.63N,82.39E
1946-10-01,4.751,0.601,Öskemen,Kazakhstan,50.63N,82.39E
1946-11-01,-7.245,0.38,Öskemen,Kazakhstan,50.63N,82.39E
1946-12-01,-19.474,0.83,Öskemen,Kazakhstan,50.63N,82.39E
1947-01-01,-18.356,0.6609999999999999,Öskemen,Kazakhstan,50.63N,82.39E
1947-02-01,-18.546,0.612,Öskemen,Kazakhstan,50.63N,82.39E
1947-03-01,-5.7799999999999985,0.47,Öskemen,Kazakhstan,50.63N,82.39E
1947-04-01,5.972,0.6829999999999999,Öskemen,Kazakhstan,50.63N,82.39E
1947-05-01,10.402000000000001,0.45899999999999996,Öskemen,Kazakhstan,50.63N,82.39E
1947-06-01,15.234000000000002,0.445,Öskemen,Kazakhstan,50.63N,82.39E
1947-07-01,16.817,0.27899999999999997,Öskemen,Kazakhstan,50.63N,82.39E
1947-08-01,15.863,0.162,Öskemen,Kazakhstan,50.63N,82.39E
1947-09-01,10.671,0.223,Öskemen,Kazakhstan,50.63N,82.39E
1947-10-01,3.6489999999999996,0.237,Öskemen,Kazakhstan,50.63N,82.39E
1947-11-01,-3.841,0.73,Öskemen,Kazakhstan,50.63N,82.39E
1947-12-01,-17.801000000000005,0.335,Öskemen,Kazakhstan,50.63N,82.39E
1948-01-01,-12.387,0.491,Öskemen,Kazakhstan,50.63N,82.39E
1948-02-01,-16.065,0.335,Öskemen,Kazakhstan,50.63N,82.39E
1948-03-01,-6.205,1.131,Öskemen,Kazakhstan,50.63N,82.39E
1948-04-01,4.0,0.723,Öskemen,Kazakhstan,50.63N,82.39E
1948-05-01,10.573,0.33299999999999996,Öskemen,Kazakhstan,50.63N,82.39E
1948-06-01,15.559000000000001,0.299,Öskemen,Kazakhstan,50.63N,82.39E
1948-07-01,20.167,0.406,Öskemen,Kazakhstan,50.63N,82.39E
1948-08-01,15.843,0.39799999999999996,Öskemen,Kazakhstan,50.63N,82.39E
1948-09-01,10.831,0.344,Öskemen,Kazakhstan,50.63N,82.39E
1948-10-01,4.678,0.27,Öskemen,Kazakhstan,50.63N,82.39E
1948-11-01,-8.128,1.285,Öskemen,Kazakhstan,50.63N,82.39E
1948-12-01,-12.434000000000001,0.614,Öskemen,Kazakhstan,50.63N,82.39E
1949-01-01,-12.505999999999998,0.55,Öskemen,Kazakhstan,50.63N,82.39E
1949-02-01,-11.308,0.51,Öskemen,Kazakhstan,50.63N,82.39E
1949-03-01,-10.821,0.6990000000000001,Öskemen,Kazakhstan,50.63N,82.39E
1949-04-01,4.338,0.385,Öskemen,Kazakhstan,50.63N,82.39E
1949-05-01,11.2,0.233,Öskemen,Kazakhstan,50.63N,82.39E
1949-06-01,16.067,0.191,Öskemen,Kazakhstan,50.63N,82.39E
1949-07-01,16.984,0.228,Öskemen,Kazakhstan,50.63N,82.39E
1949-08-01,17.8,0.546,Öskemen,Kazakhstan,50.63N,82.39E
1949-09-01,8.298,0.22399999999999998,Öskemen,Kazakhstan,50.63N,82.39E
1949-10-01,3.4010000000000002,0.235,Öskemen,Kazakhstan,50.63N,82.39E
1949-11-01,-9.816,0.27699999999999997,Öskemen,Kazakhstan,50.63N,82.39E
1949-12-01,-21.151,0.914,Öskemen,Kazakhstan,50.63N,82.39E
1950-01-01,-15.064999999999998,0.812,Öskemen,Kazakhstan,50.63N,82.39E
1950-02-01,-17.331,0.794,Öskemen,Kazakhstan,50.63N,82.39E
1950-03-01,-8.307,0.47,Öskemen,Kazakhstan,50.63N,82.39E
1950-04-01,-1.1269999999999998,0.327,Öskemen,Kazakhstan,50.63N,82.39E
1950-05-01,12.566,0.295,Öskemen,Kazakhstan,50.63N,82.39E
1950-06-01,16.896,0.204,Öskemen,Kazakhstan,50.63N,82.39E
1950-07-01,19.921,0.596,Öskemen,Kazakhstan,50.63N,82.39E
1950-08-01,16.84,0.389,Öskemen,Kazakhstan,50.63N,82.39E
1950-09-01,11.975999999999999,0.38799999999999996,Öskemen,Kazakhstan,50.63N,82.39E
1950-10-01,1.86,0.22899999999999998,Öskemen,Kazakhstan,50.63N,82.39E
1950-11-01,-15.707999999999998,1.198,Öskemen,Kazakhstan,50.63N,82.39E
1950-12-01,-15.515,0.451,Öskemen,Kazakhstan,50.63N,82.39E
1951-01-01,-17.848999999999997,0.513,Öskemen,Kazakhstan,50.63N,82.39E
1951-02-01,-21.386,1.663,Öskemen,Kazakhstan,50.63N,82.39E
1951-03-01,-9.406,0.738,Öskemen,Kazakhstan,50.63N,82.39E
1951-04-01,5.257000000000001,0.608,Öskemen,Kazakhstan,50.63N,82.39E
1951-05-01,14.046,0.33299999999999996,Öskemen,Kazakhstan,50.63N,82.39E
1951-06-01,17.781,0.5670000000000001,Öskemen,Kazakhstan,50.63N,82.39E
1951-07-01,20.634,0.642,Öskemen,Kazakhstan,50.63N,82.39E
1951-08-01,14.804,0.569,Öskemen,Kazakhstan,50.63N,82.39E
1951-09-01,13.032,0.39299999999999996,Öskemen,Kazakhstan,50.63N,82.39E
1951-10-01,2.375,0.353,Öskemen,Kazakhstan,50.63N,82.39E
1951-11-01,-7.769,0.5329999999999999,Öskemen,Kazakhstan,50.63N,82.39E
1951-12-01,-7.117999999999999,0.987,Öskemen,Kazakhstan,50.63N,82.39E
1952-01-01,-14.275,0.76,Öskemen,Kazakhstan,50.63N,82.39E
1952-02-01,-19.059,1.1740000000000002,Öskemen,Kazakhstan,50.63N,82.39E
1952-03-01,-11.407,1.232,Öskemen,Kazakhstan,50.63N,82.39E
1952-04-01,-0.2529999999999997,0.5770000000000001,Öskemen,Kazakhstan,50.63N,82.39E
1952-05-01,12.275,0.545,Öskemen,Kazakhstan,50.63N,82.39E
1952-06-01,16.698,0.304,Öskemen,Kazakhstan,50.63N,82.39E
1952-07-01,19.166,0.629,Öskemen,Kazakhstan,50.63N,82.39E
1952-08-01,18.0,0.39799999999999996,Öskemen,Kazakhstan,50.63N,82.39E
1952-09-01,11.894,0.337,Öskemen,Kazakhstan,50.63N,82.39E
1952-10-01,1.556,0.324,Öskemen,Kazakhstan,50.63N,82.39E
1952-11-01,-16.869,1.2690000000000001,Öskemen,Kazakhstan,50.63N,82.39E
1952-12-01,-15.18,0.6509999999999999,Öskemen,Kazakhstan,50.63N,82.39E
1953-01-01,-15.433999999999996,0.655,Öskemen,Kazakhstan,50.63N,82.39E
1953-02-01,-13.378,0.588,Öskemen,Kazakhstan,50.63N,82.39E
1953-03-01,-4.91,0.6609999999999999,Öskemen,Kazakhstan,50.63N,82.39E
1953-04-01,3.83,0.3,Öskemen,Kazakhstan,50.63N,82.39E
1953-05-01,13.401,0.42100000000000004,Öskemen,Kazakhstan,50.63N,82.39E
1953-06-01,17.296,0.414,Öskemen,Kazakhstan,50.63N,82.39E
1953-07-01,20.701999999999998,0.5579999999999999,Öskemen,Kazakhstan,50.63N,82.39E
1953-08-01,15.649,0.498,Öskemen,Kazakhstan,50.63N,82.39E
1953-09-01,14.617,0.499,Öskemen,Kazakhstan,50.63N,82.39E
1953-10-01,2.419,0.35200000000000004,Öskemen,Kazakhstan,50.63N,82.39E
1953-11-01,-11.525,0.7140000000000001,Öskemen,Kazakhstan,50.63N,82.39E
1953-12-01,-12.575999999999999,0.672,Öskemen,Kazakhstan,50.63N,82.39E
1954-01-01,-19.899,1.003,Öskemen,Kazakhstan,50.63N,82.39E
1954-02-01,-18.128,0.406,Öskemen,Kazakhstan,50.63N,82.39E
1954-03-01,-11.717,1.175,Öskemen,Kazakhstan,50.63N,82.39E
1954-04-01,-1.0699999999999998,0.753,Öskemen,Kazakhstan,50.63N,82.39E
1954-05-01,7.276,0.667,Öskemen,Kazakhstan,50.63N,82.39E
1954-06-01,15.489999999999998,0.365,Öskemen,Kazakhstan,50.63N,82.39E
1954-07-01,16.677,0.406,Öskemen,Kazakhstan,50.63N,82.39E
1954-08-01,17.93,0.29100000000000004,Öskemen,Kazakhstan,50.63N,82.39E
1954-09-01,11.739,0.255,Öskemen,Kazakhstan,50.63N,82.39E
1954-10-01,4.0169999999999995,0.368,Öskemen,Kazakhstan,50.63N,82.39E
1954-11-01,-8.764,1.264,Öskemen,Kazakhstan,50.63N,82.39E
1954-12-01,-21.296,0.98,Öskemen,Kazakhstan,50.63N,82.39E
1955-01-01,-15.984999999999998,0.937,Öskemen,Kazakhstan,50.63N,82.39E
1955-02-01,-15.099,0.485,Öskemen,Kazakhstan,50.63N,82.39E
1955-03-01,-9.731,0.469,Öskemen,Kazakhstan,50.63N,82.39E
1955-04-01,1.2429999999999999,0.478,Öskemen,Kazakhstan,50.63N,82.39E
1955-05-01,14.164000000000001,0.624,Öskemen,Kazakhstan,50.63N,82.39E
1955-06-01,19.498,0.501,Öskemen,Kazakhstan,50.63N,82.39E
1955-07-01,19.128,0.242,Öskemen,Kazakhstan,50.63N,82.39E
1955-08-01,18.311,0.42200000000000004,Öskemen,Kazakhstan,50.63N,82.39E
1955-09-01,9.91,0.255,Öskemen,Kazakhstan,50.63N,82.39E
1955-10-01,2.28,0.47,Öskemen,Kazakhstan,50.63N,82.39E
1955-11-01,-4.647,0.888,Öskemen,Kazakhstan,50.63N,82.39E
1955-12-01,-12.793,0.6809999999999999,Öskemen,Kazakhstan,50.63N,82.39E
1956-01-01,-20.978,1.206,Öskemen,Kazakhstan,50.63N,82.39E
1956-02-01,-18.847,0.6559999999999999,Öskemen,Kazakhstan,50.63N,82.39E
1956-03-01,-10.549000000000001,0.55,Öskemen,Kazakhstan,50.63N,82.39E
1956-04-01,4.466,0.251,Öskemen,Kazakhstan,50.63N,82.39E
1956-05-01,12.415,0.552,Öskemen,Kazakhstan,50.63N,82.39E
1956-06-01,13.973,0.321,Öskemen,Kazakhstan,50.63N,82.39E
1956-07-01,19.691,0.389,Öskemen,Kazakhstan,50.63N,82.39E
1956-08-01,17.288,0.461,Öskemen,Kazakhstan,50.63N,82.39E
1956-09-01,10.185,0.444,Öskemen,Kazakhstan,50.63N,82.39E
1956-10-01,4.76,0.40299999999999997,Öskemen,Kazakhstan,50.63N,82.39E
1956-11-01,-5.602,1.05,Öskemen,Kazakhstan,50.63N,82.39E
1956-12-01,-14.715,0.785,Öskemen,Kazakhstan,50.63N,82.39E
1957-01-01,-17.628999999999994,0.517,Öskemen,Kazakhstan,50.63N,82.39E
1957-02-01,-17.029,0.87,Öskemen,Kazakhstan,50.63N,82.39E
1957-03-01,-8.945,0.446,Öskemen,Kazakhstan,50.63N,82.39E
1957-04-01,1.0400000000000005,0.922,Öskemen,Kazakhstan,50.63N,82.39E
1957-05-01,9.714,0.39899999999999997,Öskemen,Kazakhstan,50.63N,82.39E
1957-06-01,17.881999999999994,0.579,Öskemen,Kazakhstan,50.63N,82.39E
1957-07-01,16.739,0.511,Öskemen,Kazakhstan,50.63N,82.39E
1957-08-01,15.285,0.892,Öskemen,Kazakhstan,50.63N,82.39E
1957-09-01,11.862,0.599,Öskemen,Kazakhstan,50.63N,82.39E
1957-10-01,3.617,0.521,Öskemen,Kazakhstan,50.63N,82.39E
1957-11-01,-6.0360000000000005,0.473,Öskemen,Kazakhstan,50.63N,82.39E
1957-12-01,-9.866,0.579,Öskemen,Kazakhstan,50.63N,82.39E
1958-01-01,-17.235999999999994,0.353,Öskemen,Kazakhstan,50.63N,82.39E
1958-02-01,-10.883,0.371,Öskemen,Kazakhstan,50.63N,82.39E
1958-03-01,-11.085,0.73,Öskemen,Kazakhstan,50.63N,82.39E
1958-04-01,0.129,0.25,Öskemen,Kazakhstan,50.63N,82.39E
1958-05-01,9.738,0.289,Öskemen,Kazakhstan,50.63N,82.39E
1958-06-01,13.261,0.304,Öskemen,Kazakhstan,50.63N,82.39E
1958-07-01,17.371000000000002,0.213,Öskemen,Kazakhstan,50.63N,82.39E
1958-08-01,16.804000000000002,0.5589999999999999,Öskemen,Kazakhstan,50.63N,82.39E
1958-09-01,9.917,0.401,Öskemen,Kazakhstan,50.63N,82.39E
1958-10-01,2.9619999999999997,0.35200000000000004,Öskemen,Kazakhstan,50.63N,82.39E
1958-11-01,-5.487,0.331,Öskemen,Kazakhstan,50.63N,82.39E
1958-12-01,-13.652000000000001,0.499,Öskemen,Kazakhstan,50.63N,82.39E
1959-01-01,-16.915999999999997,0.466,Öskemen,Kazakhstan,50.63N,82.39E
1959-02-01,-14.222000000000001,0.545,Öskemen,Kazakhstan,50.63N,82.39E
1959-03-01,-7.580999999999999,0.606,Öskemen,Kazakhstan,50.63N,82.39E
1959-04-01,3.5890000000000004,0.91,Öskemen,Kazakhstan,50.63N,82.39E
1959-05-01,9.928,0.29600000000000004,Öskemen,Kazakhstan,50.63N,82.39E
1959-06-01,16.968999999999998,0.35,Öskemen,Kazakhstan,50.63N,82.39E
1959-07-01,17.277,0.26899999999999996,Öskemen,Kazakhstan,50.63N,82.39E
1959-08-01,15.767,0.162,Öskemen,Kazakhstan,50.63N,82.39E
1959-09-01,12.952,0.327,Öskemen,Kazakhstan,50.63N,82.39E
1959-10-01,3.202,0.384,Öskemen,Kazakhstan,50.63N,82.39E
1959-11-01,-13.665999999999999,0.598,Öskemen,Kazakhstan,50.63N,82.39E
1959-12-01,-18.77,0.598,Öskemen,Kazakhstan,50.63N,82.39E
1960-01-01,-16.227999999999998,0.517,Öskemen,Kazakhstan,50.63N,82.39E
1960-02-01,-13.460999999999999,0.469,Öskemen,Kazakhstan,50.63N,82.39E
1960-03-01,-13.352,0.5539999999999999,Öskemen,Kazakhstan,50.63N,82.39E
1960-04-01,0.10600000000000033,0.519,Öskemen,Kazakhstan,50.63N,82.39E
1960-05-01,8.271,0.569,Öskemen,Kazakhstan,50.63N,82.39E
1960-06-01,15.715,0.314,Öskemen,Kazakhstan,50.63N,82.39E
1960-07-01,16.323,0.27399999999999997,Öskemen,Kazakhstan,50.63N,82.39E
1960-08-01,15.294,0.348,Öskemen,Kazakhstan,50.63N,82.39E
1960-09-01,10.55,0.201,Öskemen,Kazakhstan,50.63N,82.39E
1960-10-01,0.5009999999999999,0.27899999999999997,Öskemen,Kazakhstan,50.63N,82.39E
1960-11-01,-10.95,0.677,Öskemen,Kazakhstan,50.63N,82.39E
1960-12-01,-14.413,0.754,Öskemen,Kazakhstan,50.63N,82.39E
1961-01-01,-15.111,0.49,Öskemen,Kazakhstan,50.63N,82.39E
1961-02-01,-13.582,0.47600000000000003,Öskemen,Kazakhstan,50.63N,82.39E
1961-03-01,-7.337000000000001,0.941,Öskemen,Kazakhstan,50.63N,82.39E
1961-04-01,6.6690000000000005,0.217,Öskemen,Kazakhstan,50.63N,82.39E
1961-05-01,11.805,0.46,Öskemen,Kazakhstan,50.63N,82.39E
1961-06-01,14.896999999999998,0.441,Öskemen,Kazakhstan,50.63N,82.39E
1961-07-01,17.733,0.147,Öskemen,Kazakhstan,50.63N,82.39E
1961-08-01,16.062,0.19,Öskemen,Kazakhstan,50.63N,82.39E
1961-09-01,11.245,0.23199999999999998,Öskemen,Kazakhstan,50.63N,82.39E
1961-10-01,-1.285,0.447,Öskemen,Kazakhstan,50.63N,82.39E
1961-11-01,-5.752999999999999,0.496,Öskemen,Kazakhstan,50.63N,82.39E
1961-12-01,-12.433,0.45299999999999996,Öskemen,Kazakhstan,50.63N,82.39E
1962-01-01,-14.557999999999998,0.629,Öskemen,Kazakhstan,50.63N,82.39E
1962-02-01,-13.304,0.273,Öskemen,Kazakhstan,50.63N,82.39E
1962-03-01,-5.14,0.43200000000000005,Öskemen,Kazakhstan,50.63N,82.39E
1962-04-01,4.4670000000000005,0.319,Öskemen,Kazakhstan,50.63N,82.39E
1962-05-01,14.998,0.985,Öskemen,Kazakhstan,50.63N,82.39E
1962-06-01,18.198,0.47100000000000003,Öskemen,Kazakhstan,50.63N,82.39E
1962-07-01,19.546,0.276,Öskemen,Kazakhstan,50.63N,82.39E
1962-08-01,17.666,0.171,Öskemen,Kazakhstan,50.63N,82.39E
1962-09-01,12.209000000000001,0.365,Öskemen,Kazakhstan,50.63N,82.39E
1962-10-01,2.0980000000000003,0.40700000000000003,Öskemen,Kazakhstan,50.63N,82.39E
1962-11-01,-10.937000000000001,0.373,Öskemen,Kazakhstan,50.63N,82.39E
1962-12-01,-11.832,0.483,Öskemen,Kazakhstan,50.63N,82.39E
1963-01-01,-12.22,1.2409999999999999,Öskemen,Kazakhstan,50.63N,82.39E
1963-02-01,-9.56,0.953,Öskemen,Kazakhstan,50.63N,82.39E
1963-03-01,-2.1579999999999995,0.75,Öskemen,Kazakhstan,50.63N,82.39E
1963-04-01,-0.335,0.47,Öskemen,Kazakhstan,50.63N,82.39E
1963-05-01,10.475,0.341,Öskemen,Kazakhstan,50.63N,82.39E
1963-06-01,16.727999999999998,0.289,Öskemen,Kazakhstan,50.63N,82.39E
1963-07-01,19.214000000000002,0.27899999999999997,Öskemen,Kazakhstan,50.63N,82.39E
1963-08-01,16.348,0.24100000000000002,Öskemen,Kazakhstan,50.63N,82.39E
1963-09-01,9.199,0.38799999999999996,Öskemen,Kazakhstan,50.63N,82.39E
1963-10-01,3.957,0.268,Öskemen,Kazakhstan,50.63N,82.39E
1963-11-01,-2.085,0.42200000000000004,Öskemen,Kazakhstan,50.63N,82.39E
1963-12-01,-10.704,0.20800000000000002,Öskemen,Kazakhstan,50.63N,82.39E
1964-01-01,-11.201999999999998,0.557,Öskemen,Kazakhstan,50.63N,82.39E
1964-02-01,-20.823,1.702,Öskemen,Kazakhstan,50.63N,82.39E
1964-03-01,-8.975,0.8220000000000001,Öskemen,Kazakhstan,50.63N,82.39E
1964-04-01,-0.35299999999999976,0.674,Öskemen,Kazakhstan,50.63N,82.39E
1964-05-01,10.723,0.26899999999999996,Öskemen,Kazakhstan,50.63N,82.39E
1964-06-01,16.891,0.449,Öskemen,Kazakhstan,50.63N,82.39E
1964-07-01,19.037,0.355,Öskemen,Kazakhstan,50.63N,82.39E
1964-08-01,17.121000000000002,0.33399999999999996,Öskemen,Kazakhstan,50.63N,82.39E
1964-09-01,10.738,0.344,Öskemen,Kazakhstan,50.63N,82.39E
1964-10-01,-0.16199999999999992,0.41100000000000003,Öskemen,Kazakhstan,50.63N,82.39E
1964-11-01,-3.0809999999999995,0.332,Öskemen,Kazakhstan,50.63N,82.39E
1964-12-01,-11.245,0.608,Öskemen,Kazakhstan,50.63N,82.39E
1965-01-01,-14.755999999999998,1.188,Öskemen,Kazakhstan,50.63N,82.39E
