dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1992-12-01,-8.979,0.59,Öskemen,Kazakhstan,50.63N,82.39E
1993-01-01,-12.142999999999995,0.345,Öskemen,Kazakhstan,50.63N,82.39E
1993-02-01,-11.313,0.802,Öskemen,Kazakhstan,50.63N,82.39E
1993-03-01,-6.568,0.6809999999999999,Öskemen,Kazakhstan,50.63N,82.39E
1993-04-01,2.651,0.5529999999999999,Öskemen,Kazakhstan,50.63N,82.39E
1993-05-01,9.315,0.493,Öskemen,Kazakhstan,50.63N,82.39E
1993-06-01,16.527,0.19899999999999998,Öskemen,Kazakhstan,50.63N,82.39E
1993-07-01,18.757,0.506,Öskemen,Kazakhstan,50.63N,82.39E
1993-08-01,16.423000000000002,0.325,Öskemen,Kazakhstan,50.63N,82.39E
1993-09-01,9.558,0.24100000000000002,Öskemen,Kazakhstan,50.63N,82.39E
1993-10-01,3.8930000000000002,0.516,Öskemen,Kazakhstan,50.63N,82.39E
1993-11-01,-15.745,1.156,Öskemen,Kazakhstan,50.63N,82.39E
1993-12-01,-15.972000000000001,0.983,Öskemen,Kazakhstan,50.63N,82.39E
1994-01-01,-15.021999999999998,0.297,Öskemen,Kazakhstan,50.63N,82.39E
1994-02-01,-16.129,0.45299999999999996,Öskemen,Kazakhstan,50.63N,82.39E
1994-03-01,-7.354,0.40399999999999997,Öskemen,Kazakhstan,50.63N,82.39E
1994-04-01,3.446,0.41200000000000003,Öskemen,Kazakhstan,50.63N,82.39E
1994-05-01,12.845,0.306,Öskemen,Kazakhstan,50.63N,82.39E
1994-06-01,19.377,0.345,Öskemen,Kazakhstan,50.63N,82.39E
1994-07-01,19.315,0.43,Öskemen,Kazakhstan,50.63N,82.39E
1994-08-01,16.368000000000002,0.797,Öskemen,Kazakhstan,50.63N,82.39E
1994-09-01,9.716,0.309,Öskemen,Kazakhstan,50.63N,82.39E
1994-10-01,2.476,0.34,Öskemen,Kazakhstan,50.63N,82.39E
1994-11-01,-1.7649999999999997,0.272,Öskemen,Kazakhstan,50.63N,82.39E
1994-12-01,-10.123,0.542,Öskemen,Kazakhstan,50.63N,82.39E
1995-01-01,-15.858,0.528,Öskemen,Kazakhstan,50.63N,82.39E
1995-02-01,-10.470999999999998,0.8540000000000001,Öskemen,Kazakhstan,50.63N,82.39E
1995-03-01,-6.68,0.805,Öskemen,Kazakhstan,50.63N,82.39E
1995-04-01,5.6610000000000005,0.22699999999999998,Öskemen,Kazakhstan,50.63N,82.39E
1995-05-01,11.074000000000002,0.326,Öskemen,Kazakhstan,50.63N,82.39E
1995-06-01,15.401,0.209,Öskemen,Kazakhstan,50.63N,82.39E
1995-07-01,19.428,0.3,Öskemen,Kazakhstan,50.63N,82.39E
1995-08-01,17.515,0.359,Öskemen,Kazakhstan,50.63N,82.39E
1995-09-01,10.933,0.264,Öskemen,Kazakhstan,50.63N,82.39E
1995-10-01,4.847,0.33899999999999997,Öskemen,Kazakhstan,50.63N,82.39E
1995-11-01,-2.35,0.21,Öskemen,Kazakhstan,50.63N,82.39E
1995-12-01,-10.557,0.638,Öskemen,Kazakhstan,50.63N,82.39E
1996-01-01,-19.533,0.594,Öskemen,Kazakhstan,50.63N,82.39E
1996-02-01,-15.907,1.091,Öskemen,Kazakhstan,50.63N,82.39E
1996-03-01,-11.063,0.41600000000000004,Öskemen,Kazakhstan,50.63N,82.39E
1996-04-01,0.9290000000000004,0.493,Öskemen,Kazakhstan,50.63N,82.39E
1996-05-01,12.092,0.325,Öskemen,Kazakhstan,50.63N,82.39E
1996-06-01,17.317,0.205,Öskemen,Kazakhstan,50.63N,82.39E
1996-07-01,20.387,0.3,Öskemen,Kazakhstan,50.63N,82.39E
1996-08-01,16.132,0.38799999999999996,Öskemen,Kazakhstan,50.63N,82.39E
1996-09-01,10.913,0.439,Öskemen,Kazakhstan,50.63N,82.39E
1996-10-01,1.5470000000000002,0.36,Öskemen,Kazakhstan,50.63N,82.39E
1996-11-01,-7.747000000000001,0.8390000000000001,Öskemen,Kazakhstan,50.63N,82.39E
1996-12-01,-12.054,0.721,Öskemen,Kazakhstan,50.63N,82.39E
1997-01-01,-11.169,1.052,Öskemen,Kazakhstan,50.63N,82.39E
1997-02-01,-11.36,0.498,Öskemen,Kazakhstan,50.63N,82.39E
1997-03-01,-2.761,0.7340000000000001,Öskemen,Kazakhstan,50.63N,82.39E
1997-04-01,9.622,0.504,Öskemen,Kazakhstan,50.63N,82.39E
1997-05-01,14.561,0.40399999999999997,Öskemen,Kazakhstan,50.63N,82.39E
1997-06-01,17.544,0.27899999999999997,Öskemen,Kazakhstan,50.63N,82.39E
1997-07-01,18.81,0.26899999999999996,Öskemen,Kazakhstan,50.63N,82.39E
1997-08-01,17.348,0.254,Öskemen,Kazakhstan,50.63N,82.39E
1997-09-01,12.425999999999998,0.672,Öskemen,Kazakhstan,50.63N,82.39E
1997-10-01,7.5,0.718,Öskemen,Kazakhstan,50.63N,82.39E
1997-11-01,-9.901,0.5660000000000001,Öskemen,Kazakhstan,50.63N,82.39E
1997-12-01,-14.204,0.48700000000000004,Öskemen,Kazakhstan,50.63N,82.39E
1998-01-01,-20.783,0.541,Öskemen,Kazakhstan,50.63N,82.39E
1998-02-01,-11.634,0.3,Öskemen,Kazakhstan,50.63N,82.39E
1998-03-01,-9.19,0.589,Öskemen,Kazakhstan,50.63N,82.39E
1998-04-01,1.7720000000000002,0.40299999999999997,Öskemen,Kazakhstan,50.63N,82.39E
1998-05-01,11.716,0.244,Öskemen,Kazakhstan,50.63N,82.39E
1998-06-01,18.322,0.365,Öskemen,Kazakhstan,50.63N,82.39E
1998-07-01,20.54,0.276,Öskemen,Kazakhstan,50.63N,82.39E
1998-08-01,19.977,0.264,Öskemen,Kazakhstan,50.63N,82.39E
1998-09-01,10.674,0.56,Öskemen,Kazakhstan,50.63N,82.39E
1998-10-01,4.83,0.303,Öskemen,Kazakhstan,50.63N,82.39E
1998-11-01,-7.846,0.35,Öskemen,Kazakhstan,50.63N,82.39E
1998-12-01,-10.955,0.389,Öskemen,Kazakhstan,50.63N,82.39E
1999-01-01,-14.079,0.311,Öskemen,Kazakhstan,50.63N,82.39E
1999-02-01,-9.257,0.963,Öskemen,Kazakhstan,50.63N,82.39E
1999-03-01,-14.906,0.384,Öskemen,Kazakhstan,50.63N,82.39E
1999-04-01,3.428,0.365,Öskemen,Kazakhstan,50.63N,82.39E
1999-05-01,14.411,0.23399999999999999,Öskemen,Kazakhstan,50.63N,82.39E
1999-06-01,16.410999999999998,0.287,Öskemen,Kazakhstan,50.63N,82.39E
1999-07-01,21.108,0.373,Öskemen,Kazakhstan,50.63N,82.39E
1999-08-01,18.044,0.281,Öskemen,Kazakhstan,50.63N,82.39E
1999-09-01,10.606,0.226,Öskemen,Kazakhstan,50.63N,82.39E
1999-10-01,5.337000000000001,0.312,Öskemen,Kazakhstan,50.63N,82.39E
1999-11-01,-6.042000000000001,0.35700000000000004,Öskemen,Kazakhstan,50.63N,82.39E
1999-12-01,-8.978,0.732,Öskemen,Kazakhstan,50.63N,82.39E
2000-01-01,-16.703999999999994,0.44799999999999995,Öskemen,Kazakhstan,50.63N,82.39E
2000-02-01,-11.300999999999998,0.775,Öskemen,Kazakhstan,50.63N,82.39E
2000-03-01,-5.744999999999999,0.6990000000000001,Öskemen,Kazakhstan,50.63N,82.39E
2000-04-01,7.242000000000001,0.614,Öskemen,Kazakhstan,50.63N,82.39E
2000-05-01,13.152000000000001,0.66,Öskemen,Kazakhstan,50.63N,82.39E
2000-06-01,17.8,0.27899999999999997,Öskemen,Kazakhstan,50.63N,82.39E
2000-07-01,18.308,0.35700000000000004,Öskemen,Kazakhstan,50.63N,82.39E
2000-08-01,17.997,0.242,Öskemen,Kazakhstan,50.63N,82.39E
2000-09-01,12.055,0.561,Öskemen,Kazakhstan,50.63N,82.39E
2000-10-01,-0.21,0.326,Öskemen,Kazakhstan,50.63N,82.39E
2000-11-01,-11.566,0.517,Öskemen,Kazakhstan,50.63N,82.39E
2000-12-01,-11.397,0.636,Öskemen,Kazakhstan,50.63N,82.39E
2001-01-01,-17.063,0.444,Öskemen,Kazakhstan,50.63N,82.39E
2001-02-01,-13.699000000000002,0.38299999999999995,Öskemen,Kazakhstan,50.63N,82.39E
2001-03-01,-3.91,1.037,Öskemen,Kazakhstan,50.63N,82.39E
2001-04-01,3.0780000000000003,0.804,Öskemen,Kazakhstan,50.63N,82.39E
2001-05-01,15.024000000000001,0.341,Öskemen,Kazakhstan,50.63N,82.39E
2001-06-01,18.138,0.177,Öskemen,Kazakhstan,50.63N,82.39E
2001-07-01,17.038,0.439,Öskemen,Kazakhstan,50.63N,82.39E
2001-08-01,18.668,0.247,Öskemen,Kazakhstan,50.63N,82.39E
2001-09-01,10.474,0.271,Öskemen,Kazakhstan,50.63N,82.39E
2001-10-01,3.446,0.331,Öskemen,Kazakhstan,50.63N,82.39E
2001-11-01,-1.821,0.439,Öskemen,Kazakhstan,50.63N,82.39E
2001-12-01,-16.278,1.45,Öskemen,Kazakhstan,50.63N,82.39E
2002-01-01,-7.3809999999999985,0.6990000000000001,Öskemen,Kazakhstan,50.63N,82.39E
2002-02-01,-6.507999999999999,0.867,Öskemen,Kazakhstan,50.63N,82.39E
2002-03-01,-1.1499999999999997,0.998,Öskemen,Kazakhstan,50.63N,82.39E
2002-04-01,3.2110000000000003,0.24,Öskemen,Kazakhstan,50.63N,82.39E
2002-05-01,12.271,0.24,Öskemen,Kazakhstan,50.63N,82.39E
2002-06-01,16.733999999999998,0.28300000000000003,Öskemen,Kazakhstan,50.63N,82.39E
2002-07-01,17.692999999999998,0.218,Öskemen,Kazakhstan,50.63N,82.39E
2002-08-01,18.154,0.353,Öskemen,Kazakhstan,50.63N,82.39E
2002-09-01,12.440999999999999,0.228,Öskemen,Kazakhstan,50.63N,82.39E
2002-10-01,3.0069999999999997,0.289,Öskemen,Kazakhstan,50.63N,82.39E
2002-11-01,-2.4159999999999995,0.256,Öskemen,Kazakhstan,50.63N,82.39E
2002-12-01,-16.08,0.542,Öskemen,Kazakhstan,50.63N,82.39E
2003-01-01,-12.846999999999998,1.315,Öskemen,Kazakhstan,50.63N,82.39E
2003-02-01,-12.945,0.478,Öskemen,Kazakhstan,50.63N,82.39E
2003-03-01,-8.083,0.7240000000000001,Öskemen,Kazakhstan,50.63N,82.39E
2003-04-01,2.213,0.24600000000000002,Öskemen,Kazakhstan,50.63N,82.39E
2003-05-01,13.356,0.273,Öskemen,Kazakhstan,50.63N,82.39E
2003-06-01,18.561,0.5720000000000001,Öskemen,Kazakhstan,50.63N,82.39E
2003-07-01,17.080000000000002,0.397,Öskemen,Kazakhstan,50.63N,82.39E
2003-08-01,16.917,0.26,Öskemen,Kazakhstan,50.63N,82.39E
2003-09-01,12.200999999999999,0.314,Öskemen,Kazakhstan,50.63N,82.39E
2003-10-01,3.701,0.595,Öskemen,Kazakhstan,50.63N,82.39E
2003-11-01,-8.488,0.354,Öskemen,Kazakhstan,50.63N,82.39E
2003-12-01,-11.737,0.856,Öskemen,Kazakhstan,50.63N,82.39E
2004-01-01,-17.676,0.732,Öskemen,Kazakhstan,50.63N,82.39E
2004-02-01,-9.114999999999998,0.779,Öskemen,Kazakhstan,50.63N,82.39E
2004-03-01,-7.297999999999999,0.503,Öskemen,Kazakhstan,50.63N,82.39E
2004-04-01,3.773,0.247,Öskemen,Kazakhstan,50.63N,82.39E
2004-05-01,14.425,0.195,Öskemen,Kazakhstan,50.63N,82.39E
2004-06-01,17.918,0.32899999999999996,Öskemen,Kazakhstan,50.63N,82.39E
2004-07-01,18.628,0.33299999999999996,Öskemen,Kazakhstan,50.63N,82.39E
2004-08-01,16.588,0.312,Öskemen,Kazakhstan,50.63N,82.39E
2004-09-01,10.793,0.213,Öskemen,Kazakhstan,50.63N,82.39E
2004-10-01,5.007,0.475,Öskemen,Kazakhstan,50.63N,82.39E
2004-11-01,-4.038,0.28600000000000003,Öskemen,Kazakhstan,50.63N,82.39E
2004-12-01,-13.343,0.679,Öskemen,Kazakhstan,50.63N,82.39E
2005-01-01,-17.836,1.295,Öskemen,Kazakhstan,50.63N,82.39E
2005-02-01,-20.467,1.1520000000000001,Öskemen,Kazakhstan,50.63N,82.39E
2005-03-01,-3.095,0.593,Öskemen,Kazakhstan,50.63N,82.39E
2005-04-01,4.783,0.315,Öskemen,Kazakhstan,50.63N,82.39E
2005-05-01,12.15,0.33,Öskemen,Kazakhstan,50.63N,82.39E
2005-06-01,17.980999999999995,0.371,Öskemen,Kazakhstan,50.63N,82.39E
2005-07-01,20.171,0.502,Öskemen,Kazakhstan,50.63N,82.39E
2005-08-01,17.611,0.348,Öskemen,Kazakhstan,50.63N,82.39E
2005-09-01,11.615,0.268,Öskemen,Kazakhstan,50.63N,82.39E
2005-10-01,5.187,0.179,Öskemen,Kazakhstan,50.63N,82.39E
2005-11-01,-4.763,0.39299999999999996,Öskemen,Kazakhstan,50.63N,82.39E
2005-12-01,-15.05,0.66,Öskemen,Kazakhstan,50.63N,82.39E
2006-01-01,-20.18,0.444,Öskemen,Kazakhstan,50.63N,82.39E
2006-02-01,-12.68,0.684,Öskemen,Kazakhstan,50.63N,82.39E
2006-03-01,-4.789999999999999,0.693,Öskemen,Kazakhstan,50.63N,82.39E
2006-04-01,3.5469999999999997,0.706,Öskemen,Kazakhstan,50.63N,82.39E
2006-05-01,11.021,0.39399999999999996,Öskemen,Kazakhstan,50.63N,82.39E
2006-06-01,18.915,0.605,Öskemen,Kazakhstan,50.63N,82.39E
2006-07-01,18.576,0.499,Öskemen,Kazakhstan,50.63N,82.39E
2006-08-01,15.543,0.315,Öskemen,Kazakhstan,50.63N,82.39E
2006-09-01,12.014,0.494,Öskemen,Kazakhstan,50.63N,82.39E
2006-10-01,3.804,0.266,Öskemen,Kazakhstan,50.63N,82.39E
2006-11-01,-1.89,0.555,Öskemen,Kazakhstan,50.63N,82.39E
2006-12-01,-7.88,0.341,Öskemen,Kazakhstan,50.63N,82.39E
2007-01-01,-9.535999999999998,0.6659999999999999,Öskemen,Kazakhstan,50.63N,82.39E
2007-02-01,-8.924,1.072,Öskemen,Kazakhstan,50.63N,82.39E
2007-03-01,-7.808,0.722,Öskemen,Kazakhstan,50.63N,82.39E
2007-04-01,8.058,0.5379999999999999,Öskemen,Kazakhstan,50.63N,82.39E
2007-05-01,12.735,0.34,Öskemen,Kazakhstan,50.63N,82.39E
2007-06-01,16.061,0.225,Öskemen,Kazakhstan,50.63N,82.39E
2007-07-01,20.581,0.608,Öskemen,Kazakhstan,50.63N,82.39E
2007-08-01,16.573,0.449,Öskemen,Kazakhstan,50.63N,82.39E
2007-09-01,12.434,0.752,Öskemen,Kazakhstan,50.63N,82.39E
2007-10-01,3.265,0.442,Öskemen,Kazakhstan,50.63N,82.39E
2007-11-01,-4.928,0.297,Öskemen,Kazakhstan,50.63N,82.39E
2007-12-01,-11.2,0.7879999999999999,Öskemen,Kazakhstan,50.63N,82.39E
2008-01-01,-20.961,0.406,Öskemen,Kazakhstan,50.63N,82.39E
2008-02-01,-14.152999999999999,0.47700000000000004,Öskemen,Kazakhstan,50.63N,82.39E
2008-03-01,-0.452,0.31,Öskemen,Kazakhstan,50.63N,82.39E
2008-04-01,4.998,0.34,Öskemen,Kazakhstan,50.63N,82.39E
2008-05-01,13.907,0.5589999999999999,Öskemen,Kazakhstan,50.63N,82.39E
2008-06-01,18.991,0.213,Öskemen,Kazakhstan,50.63N,82.39E
2008-07-01,20.859,0.314,Öskemen,Kazakhstan,50.63N,82.39E
2008-08-01,17.511,0.341,Öskemen,Kazakhstan,50.63N,82.39E
2008-09-01,9.612,0.297,Öskemen,Kazakhstan,50.63N,82.39E
2008-10-01,4.774,0.237,Öskemen,Kazakhstan,50.63N,82.39E
2008-11-01,-2.3930000000000002,0.214,Öskemen,Kazakhstan,50.63N,82.39E
2008-12-01,-14.075999999999999,0.56,Öskemen,Kazakhstan,50.63N,82.39E
2009-01-01,-14.239999999999998,0.42,Öskemen,Kazakhstan,50.63N,82.39E
2009-02-01,-16.764,0.419,Öskemen,Kazakhstan,50.63N,82.39E
2009-03-01,-6.773,0.664,Öskemen,Kazakhstan,50.63N,82.39E
2009-04-01,5.582000000000002,0.192,Öskemen,Kazakhstan,50.63N,82.39E
2009-05-01,12.488,0.32,Öskemen,Kazakhstan,50.63N,82.39E
2009-06-01,14.321,0.38,Öskemen,Kazakhstan,50.63N,82.39E
2009-07-01,18.098,0.364,Öskemen,Kazakhstan,50.63N,82.39E
2009-08-01,16.386,0.303,Öskemen,Kazakhstan,50.63N,82.39E
2009-09-01,10.843,0.14800000000000002,Öskemen,Kazakhstan,50.63N,82.39E
2009-10-01,3.819,0.218,Öskemen,Kazakhstan,50.63N,82.39E
2009-11-01,-6.3599999999999985,0.436,Öskemen,Kazakhstan,50.63N,82.39E
2009-12-01,-15.277999999999999,0.304,Öskemen,Kazakhstan,50.63N,82.39E
2010-01-01,-21.638,0.369,Öskemen,Kazakhstan,50.63N,82.39E
2010-02-01,-22.308000000000003,0.517,Öskemen,Kazakhstan,50.63N,82.39E
2010-03-01,-8.581,0.322,Öskemen,Kazakhstan,50.63N,82.39E
2010-04-01,1.5510000000000002,0.345,Öskemen,Kazakhstan,50.63N,82.39E
2010-05-01,10.145,0.33399999999999996,Öskemen,Kazakhstan,50.63N,82.39E
2010-06-01,17.538999999999998,0.258,Öskemen,Kazakhstan,50.63N,82.39E
2010-07-01,16.954,0.349,Öskemen,Kazakhstan,50.63N,82.39E
2010-08-01,16.881,0.325,Öskemen,Kazakhstan,50.63N,82.39E
2010-09-01,11.142,0.439,Öskemen,Kazakhstan,50.63N,82.39E
2010-10-01,4.44,0.37,Öskemen,Kazakhstan,50.63N,82.39E
2010-11-01,-0.968,0.504,Öskemen,Kazakhstan,50.63N,82.39E
2010-12-01,-15.404000000000002,0.499,Öskemen,Kazakhstan,50.63N,82.39E
2011-01-01,-23.927,0.634,Öskemen,Kazakhstan,50.63N,82.39E
2011-02-01,-14.120999999999999,0.47200000000000003,Öskemen,Kazakhstan,50.63N,82.39E
2011-03-01,-9.451,0.424,Öskemen,Kazakhstan,50.63N,82.39E
2011-04-01,7.294,0.27399999999999997,Öskemen,Kazakhstan,50.63N,82.39E
2011-05-01,11.847000000000001,0.42,Öskemen,Kazakhstan,50.63N,82.39E
2011-06-01,18.737000000000002,0.6559999999999999,Öskemen,Kazakhstan,50.63N,82.39E
2011-07-01,18.282,0.22399999999999998,Öskemen,Kazakhstan,50.63N,82.39E
2011-08-01,17.137,0.314,Öskemen,Kazakhstan,50.63N,82.39E
2011-09-01,11.995,0.327,Öskemen,Kazakhstan,50.63N,82.39E
2011-10-01,5.715,0.266,Öskemen,Kazakhstan,50.63N,82.39E
2011-11-01,-7.422000000000001,0.306,Öskemen,Kazakhstan,50.63N,82.39E
2011-12-01,-14.672,0.502,Öskemen,Kazakhstan,50.63N,82.39E
2012-01-01,-21.626,0.9329999999999999,Öskemen,Kazakhstan,50.63N,82.39E
2012-02-01,-22.101,1.38,Öskemen,Kazakhstan,50.63N,82.39E
2012-03-01,-6.715999999999998,0.747,Öskemen,Kazakhstan,50.63N,82.39E
2012-04-01,7.9639999999999995,0.226,Öskemen,Kazakhstan,50.63N,82.39E
2012-05-01,12.380999999999998,0.303,Öskemen,Kazakhstan,50.63N,82.39E
2012-06-01,19.987000000000002,0.402,Öskemen,Kazakhstan,50.63N,82.39E
2012-07-01,20.244,0.47,Öskemen,Kazakhstan,50.63N,82.39E
2012-08-01,17.489,0.6709999999999999,Öskemen,Kazakhstan,50.63N,82.39E
2012-09-01,12.713,0.365,Öskemen,Kazakhstan,50.63N,82.39E
2012-10-01,3.968,0.478,Öskemen,Kazakhstan,50.63N,82.39E
2012-11-01,-6.513999999999999,1.014,Öskemen,Kazakhstan,50.63N,82.39E
2012-12-01,-21.321,3.648,Öskemen,Kazakhstan,50.63N,82.39E
2013-01-01,-12.439999999999998,0.665,Öskemen,Kazakhstan,50.63N,82.39E
2013-02-01,-14.449000000000002,0.9570000000000001,Öskemen,Kazakhstan,50.63N,82.39E
2013-03-01,-2.3039999999999994,0.5529999999999999,Öskemen,Kazakhstan,50.63N,82.39E
2013-04-01,5.718,0.517,Öskemen,Kazakhstan,50.63N,82.39E
2013-05-01,10.061,0.57,Öskemen,Kazakhstan,50.63N,82.39E
2013-06-01,15.592,0.528,Öskemen,Kazakhstan,50.63N,82.39E
2013-07-01,17.727,0.579,Öskemen,Kazakhstan,50.63N,82.39E
2013-08-01,16.859,0.785,Öskemen,Kazakhstan,50.63N,82.39E
2013-09-01,,,Öskemen,Kazakhstan,50.63N,82.39E
1820-08-01,20.146,2.286,Ürümqi,China,44.20N,87.20E
1820-09-01,15.331,1.775,Ürümqi,China,44.20N,87.20E
1820-10-01,5.256,1.848,Ürümqi,China,44.20N,87.20E
1820-11-01,-4.956,2.19,Ürümqi,China,44.20N,87.20E
1820-12-01,-14.118,2.5810000000000004,Ürümqi,China,44.20N,87.20E
1821-01-01,-14.595999999999998,2.475,Ürümqi,China,44.20N,87.20E
1821-02-01,-10.454999999999998,2.6039999999999996,Ürümqi,China,44.20N,87.20E
1821-03-01,-1.489,2.213,Ürümqi,China,44.20N,87.20E
1821-04-01,8.867,2.334,Ürümqi,China,44.20N,87.20E
1821-05-01,16.936,1.8969999999999998,Ürümqi,China,44.20N,87.20E
1821-06-01,20.327,1.8869999999999998,Ürümqi,China,44.20N,87.20E
1821-07-01,22.471,1.986,Ürümqi,China,44.20N,87.20E
1821-08-01,21.693,1.564,Ürümqi,China,44.20N,87.20E
1821-09-01,14.072000000000001,1.916,Ürümqi,China,44.20N,87.20E
1821-10-01,6.03,1.8459999999999999,Ürümqi,China,44.20N,87.20E
1821-11-01,-3.1919999999999997,2.855,Ürümqi,China,44.20N,87.20E
1821-12-01,-12.556,2.648,Ürümqi,China,44.20N,87.20E
1822-01-01,-16.11,2.536,Ürümqi,China,44.20N,87.20E
1822-02-01,-10.876,2.612,Ürümqi,China,44.20N,87.20E
1822-03-01,1.0699999999999998,2.574,Ürümqi,China,44.20N,87.20E
1822-04-01,9.48,2.31,Ürümqi,China,44.20N,87.20E
1822-05-01,16.438,1.956,Ürümqi,China,44.20N,87.20E
1822-06-01,21.135,1.595,Ürümqi,China,44.20N,87.20E
1822-07-01,23.68,1.5859999999999999,Ürümqi,China,44.20N,87.20E
1822-08-01,21.543000000000003,1.838,Ürümqi,China,44.20N,87.20E
1822-09-01,14.864,1.768,Ürümqi,China,44.20N,87.20E
1822-10-01,5.699,1.824,Ürümqi,China,44.20N,87.20E
1822-11-01,-4.666,2.309,Ürümqi,China,44.20N,87.20E
1822-12-01,-14.27,2.952,Ürümqi,China,44.20N,87.20E
1823-01-01,-16.878,2.3040000000000003,Ürümqi,China,44.20N,87.20E
1823-02-01,-13.145,2.681,Ürümqi,China,44.20N,87.20E
1823-03-01,-2.387,2.4090000000000003,Ürümqi,China,44.20N,87.20E
1823-04-01,8.557,2.5140000000000002,Ürümqi,China,44.20N,87.20E
1823-05-01,16.198,2.042,Ürümqi,China,44.20N,87.20E
1823-06-01,21.971,2.0909999999999997,Ürümqi,China,44.20N,87.20E
1823-07-01,23.596,1.556,Ürümqi,China,44.20N,87.20E
1823-08-01,21.215999999999998,1.59,Ürümqi,China,44.20N,87.20E
1823-09-01,14.158,1.629,Ürümqi,China,44.20N,87.20E
1823-10-01,5.074,1.96,Ürümqi,China,44.20N,87.20E
1823-11-01,-4.218999999999999,2.332,Ürümqi,China,44.20N,87.20E
1823-12-01,-13.285,2.679,Ürümqi,China,44.20N,87.20E
1824-01-01,-15.773,2.336,Ürümqi,China,44.20N,87.20E
1824-02-01,-12.119000000000002,2.487,Ürümqi,China,44.20N,87.20E
1824-03-01,-1.85,2.502,Ürümqi,China,44.20N,87.20E
1824-04-01,9.48,2.6289999999999996,Ürümqi,China,44.20N,87.20E
1824-05-01,17.142,2.289,Ürümqi,China,44.20N,87.20E
1824-06-01,21.523000000000003,2.677,Ürümqi,China,44.20N,87.20E
1824-07-01,24.079,2.949,Ürümqi,China,44.20N,87.20E
1824-08-01,21.746,1.758,Ürümqi,China,44.20N,87.20E
1824-09-01,15.453,1.8259999999999998,Ürümqi,China,44.20N,87.20E
1824-10-01,6.122999999999999,1.8940000000000001,Ürümqi,China,44.20N,87.20E
1824-11-01,-2.861,2.329,Ürümqi,China,44.20N,87.20E
1824-12-01,-9.537,2.765,Ürümqi,China,44.20N,87.20E
1825-01-01,-14.574000000000002,2.42,Ürümqi,China,44.20N,87.20E
1825-02-01,-12.431,2.5669999999999997,Ürümqi,China,44.20N,87.20E
1825-03-01,-2.209,2.532,Ürümqi,China,44.20N,87.20E
1825-04-01,9.753,2.721,Ürümqi,China,44.20N,87.20E
1825-05-01,17.031,1.9709999999999999,Ürümqi,China,44.20N,87.20E
1825-06-01,22.288,1.646,Ürümqi,China,44.20N,87.20E
1825-07-01,22.918000000000003,1.798,Ürümqi,China,44.20N,87.20E
1825-08-01,21.255,1.6480000000000001,Ürümqi,China,44.20N,87.20E
1825-09-01,15.079,1.848,Ürümqi,China,44.20N,87.20E
1825-10-01,5.877000000000002,2.076,Ürümqi,China,44.20N,87.20E
1825-11-01,-2.197,2.511,Ürümqi,China,44.20N,87.20E
1825-12-01,-12.505,2.625,Ürümqi,China,44.20N,87.20E
1826-01-01,-16.518,2.405,Ürümqi,China,44.20N,87.20E
1826-02-01,-14.15,2.707,Ürümqi,China,44.20N,87.20E
1826-03-01,-2.515,2.428,Ürümqi,China,44.20N,87.20E
1826-04-01,9.235,2.972,Ürümqi,China,44.20N,87.20E
1826-05-01,17.68,2.021,Ürümqi,China,44.20N,87.20E
1826-06-01,21.752,1.7309999999999999,Ürümqi,China,44.20N,87.20E
1826-07-01,23.896,1.709,Ürümqi,China,44.20N,87.20E
1826-08-01,21.296,1.6219999999999999,Ürümqi,China,44.20N,87.20E
1826-09-01,15.135,2.109,Ürümqi,China,44.20N,87.20E
1826-10-01,6.422999999999999,2.201,Ürümqi,China,44.20N,87.20E
1826-11-01,-2.5200000000000005,2.285,Ürümqi,China,44.20N,87.20E
1826-12-01,-10.485999999999999,3.125,Ürümqi,China,44.20N,87.20E
1827-01-01,-14.525,3.0180000000000002,Ürümqi,China,44.20N,87.20E
1827-02-01,-11.118,2.4330000000000003,Ürümqi,China,44.20N,87.20E
1827-03-01,-0.595,2.365,Ürümqi,China,44.20N,87.20E
1827-04-01,9.988999999999999,3.188,Ürümqi,China,44.20N,87.20E
1827-05-01,17.675,2.659,Ürümqi,China,44.20N,87.20E
1827-06-01,22.234,1.733,Ürümqi,China,44.20N,87.20E
1827-07-01,24.326,1.696,Ürümqi,China,44.20N,87.20E
1827-08-01,21.909000000000002,1.556,Ürümqi,China,44.20N,87.20E
1827-09-01,15.085999999999999,1.686,Ürümqi,China,44.20N,87.20E
1827-10-01,6.422999999999999,1.824,Ürümqi,China,44.20N,87.20E
1827-11-01,-2.5130000000000003,2.285,Ürümqi,China,44.20N,87.20E
1827-12-01,-12.627,3.549,Ürümqi,China,44.20N,87.20E
1828-01-01,-18.293,3.04,Ürümqi,China,44.20N,87.20E
1828-02-01,-13.753,2.846,Ürümqi,China,44.20N,87.20E
1828-03-01,-1.568,2.826,Ürümqi,China,44.20N,87.20E
1828-04-01,9.083,2.603,Ürümqi,China,44.20N,87.20E
1828-05-01,16.523,2.136,Ürümqi,China,44.20N,87.20E
1828-06-01,21.874,2.228,Ürümqi,China,44.20N,87.20E
1828-07-01,24.171,1.859,Ürümqi,China,44.20N,87.20E
1828-08-01,21.933000000000003,1.7730000000000001,Ürümqi,China,44.20N,87.20E
